PropertyType,Address,Description,Bedrooms,Bathrooms,Price GBP,Agent,Tel,Latitude,Longitude,geometry
Flat,"26 Chapter Street, London SW1P",2 bed flat to rent,2.0,1.0,2383.0,"Marketed by Fraser Bond, W1U",020 8022 9455,51.4914,-0.13368,POINT (-0.13368 51.4914)
Flat,"Compton Road, London N1",2 bed flat to rent,2.0,1.0,2817.0,"Marketed by Alwyne Estates, N1",020 3478 3599,51.54514,-0.09968,POINT (-0.09968 51.54514)
Flat,"Denholme Road, Maida Vale W9",2 bed flat to rent,2.0,1.0,2167.0,"Marketed by Dockley's, E14",020 8115 8380,51.53065,-0.19988,POINT (-0.19988 51.53065)
Flat,"Chadwell Lane, London N8",1 bed flat to rent,1.0,1.0,1400.0,"Marketed by Mark Anthony Estates, N14",020 8033 2144,51.58983,-0.11578,POINT (-0.11578 51.58983)
Flat,"Colville Estate, London N1",3 bed flat to rent,3.0,1.0,2210.0,"Marketed by Signatures Properties Ltd, E1",020 8033 0760,51.52986,-0.08864,POINT (-0.08864 51.52986)
Flat,"Longfield Avenue, Ealing W5",2 bed flat to rent,2.0,2.0,2600.0,"Marketed by Benham and Reeves - Ealing, W5",020 3641 4720,51.51398,-0.30726,POINT (-0.30726 51.51398)
Flat,"High Road, Ilford IG1",3 bed flat to rent,3.0,1.0,1350.0,"Marketed by Skylord estates, IG1",020 8022 1444,51.56002,0.07763,POINT (0.07763 51.56002)
Flat,"Manor Court, Enfield EN1",2 bed flat to rent,2.0,,1500.0,"Marketed by Castles - Edmonton, N9",020 3463 0500,51.67807,-0.05224,POINT (-0.05224 51.67807)
Terraced house,"Shakespeare Crescent, London E12",3 bed terraced house to rent,3.0,1.0,1550.0,"Marketed by McDowalls, E6",020 3463 9323,51.54146,0.05655,POINT (0.05655 51.54146)
Detached house,"Waverley Gardens, London E6",4 bed detached house to rent,4.0,2.0,2095.0,"Marketed by RE/MAX Star, E16",020 3641 1886,51.51576,0.05087,POINT (0.05087 51.51576)
Maisonette,"Marlborough Hill, Harrow HA1",1 bed maisonette to rent,1.0,1.0,1000.0,"Marketed by Charles Morley, HA3",020 7768 1796,51.58831,-0.34259,POINT (-0.34259 51.58831)
Flat,"Charles Clowes Walk, London SW11",2 bed flat to rent,2.0,2.0,4312.0,"Marketed by Vival Property, SW1W",020 8115 3107,54.87287,-1.67999,POINT (-1.67999 54.87287)
Flat,"Church Street, Edmonton, London N9",2 bed flat to rent,2.0,1.0,1300.0,"Marketed by Martin Brookes, N9",020 8115 1116,51.62622,-0.06553,POINT (-0.06553 51.62622)
Terraced house,"Hermitage Road, Harringay, London N4",5 bed terraced house to rent,5.0,2.0,2800.0,"Marketed by Anthony Pepe Harringay, N4",020 8115 7185,51.57847,-0.08697,POINT (-0.08697000000000001 51.57847)
Flat,"Aberdare Gardens, London NW6",2 bed flat to rent,2.0,1.0,2817.0,"Marketed by Knight Frank - Hampstead Lettings, NW3",020 3641 7342,51.54198,-0.18692,POINT (-0.18692 51.54198)
Flat,"Cambalt Road, London SW15",2 bed flat to rent,2.0,1.0,1600.0,"Marketed by Property People, SW17",020 8115 6990,51.45859,-0.21937,POINT (-0.21937 51.45859)
Flat,"Denison House, Lanterns Court, Canary Wharf, London E14",1 bed flat to rent,1.0,1.0,1733.0,"Marketed by LiFE Residential - Canary Wharf, E14",020 3463 0364,51.61268,-0.18775,POINT (-0.18775 51.61268)
Flat,"Revelstoke Road, Wimbledon Park SW18",2 bed flat to rent,2.0,1.0,1650.0,"Marketed by Seymour Green, SW18",020 8033 5510,51.44027,-0.19724,POINT (-0.19724 51.44027)
Flat,"Brighton Road, Sutton SM2",1 bed flat to rent,1.0,,950.0,"Marketed by Your Move - Sutton Lettings, SM2",020 3478 3604,51.35734,-0.19135,POINT (-0.19135 51.35734)
Studio,"Cranhurst Road, London NW2",Studio to rent,1.0,1.0,1090.0,"Marketed by Abbeylord Properties Limited, NW6",020 8115 8274,51.55056,-0.22378,POINT (-0.22378 51.55056)
Flat,"Imperial House, Young Street, London W8",2 bed flat to rent,2.0,2.0,5417.0,"Marketed by Redac Strattons - Notting Hill Gate Office, NW3",020 8166 4056,51.50159,-0.18972,POINT (-0.18972 51.50159)
Room,"Crownfield Road, London E15",Room to rent,1.0,2.0,693.0,"Marketed by Apartmentwharf, E14",020 3641 6532,51.552,-0.00025,POINT (-0.00025 51.552)
Flat,"Aubert Park, London N5",1 bed flat to rent,1.0,1.0,1517.0,"Marketed by Hotblack Desiato, N5",020 8128 0510,51.55478,-0.10015,POINT (-0.10015 51.55478)
Flat,"Hounslow Road, Feltham TW14",1 bed flat to rent,1.0,1.0,1050.0,"Marketed by Knight Young Estates, TW3",020 8033 5637,51.45009,-0.4069,POINT (-0.4069 51.45009)
Room,"Carlyon Road, Wembley HA0",Room to rent,1.0,2.0,450.0,"Marketed by Sab Estate Agent Ltd, W5",020 8115 8488,51.53811,-0.29354,POINT (-0.29354 51.53811)
Terraced house,"Manchester Grove, London E14",2 bed terraced house to rent,2.0,2.0,1990.0,"Marketed by Letting A Property, B95",020 8166 5351,51.48782,-0.01261,POINT (-0.01261 51.48782)
Flat,"Symons Street, Chelsea, London SW3",4 bed flat to rent,4.0,2.0,10000.0,"Marketed by Fine & Country - Park Lane, W1K",020 8128 2514,51.4925,-0.15937,POINT (-0.15937 51.4925)
Flat,"High Road, Wembley HA9",2 bed flat to rent,2.0,2.0,1600.0,"Marketed by Yorkshire Property Lettings, BD1",01274 067986,51.55343,-0.28728,POINT (-0.28728 51.55343)
Flat,"Birnbeck Court, Finchley Road, London NW11",1 bed flat to rent,1.0,1.0,1690.0,"Marketed by Alan Goldin Estates, NW11",020 3641 0373,51.55345,-0.19032,POINT (-0.19032 51.55345)
Flat,"North Block, County Hall, Waterloo, London SE1",1 bed flat to rent,1.0,1.0,1733.0,"Marketed by LiFE Residential - South Bank, SE1",020 3589 1599,51.49446,-0.09343,POINT (-0.09343 51.49446)
End terrace house,"Colindeep Lane, London NW9",4 bed end terrace house to rent,4.0,1.0,2500.0,"Marketed by Atlas Estates, NW10",020 8022 1749,51.59115,-0.24329,POINT (-0.24329 51.59115)
Flat,"Parkview Court, Fulham High Street, Fulham, London SW6",2 bed flat to rent,2.0,2.0,2058.0,"Marketed by Peter Woods, SW6",020 3463 6955,51.47136,-0.21136,POINT (-0.21136 51.47136)
Terraced house,"Hainton Close, London, London E1",3 bed terraced house to rent,3.0,2.0,2557.0,"Marketed by Make Ur Move, M3",0161 937 6724,51.51425,-0.05743,POINT (-0.05743 51.51425)
Flat,"Jubilee Court, 8 Wood Wharf, London SE10",1 bed flat to rent,1.0,1.0,1625.0,"Marketed by LiFE Residential - Greenwich, SE10",020 3463 0317,51.48254,-0.01427,POINT (-0.01427 51.48254)
Studio,"Hill Street, London W1J",Studio to rent,1.0,1.0,2297.0,"Marketed by Plaza Estates, W2",020 8022 1065,51.50849,-0.14881,POINT (-0.14881 51.50849)
Flat,"Hill Street, London W1J",1 bed flat to rent,1.0,1.0,3315.0,"Marketed by JLL - Mayfair, W1B",020 8115 3669,51.50849,-0.14881,POINT (-0.14881 51.50849)
Flat,"39 Hill Street, Waverton Street, London W1J",1 bed flat to rent,1.0,1.0,3293.0,"Marketed by Plaza Estates, W2",020 8022 1065,51.50805,-0.14965,POINT (-0.14965 51.50805)
Flat,"Sheen Park, Richmond, Surrey, UK TW9",2 bed flat to rent,2.0,1.0,1650.0,"Marketed by Featherstone Leigh - Richmond Lettings, TW9",020 8115 1086,51.46279,-0.29567,POINT (-0.29567 51.46279)
Flat,"Anerley Road, Anerley SE20",2 bed flat to rent,2.0,1.0,1350.0,"Marketed by Conrad Fox Estate Agents, SE19",020 3551 4514,51.41668,-0.07308,POINT (-0.07308000000000001 51.41668)
Flat,"The Boulevard, Imperial Wharf SW6",2 bed flat to rent,2.0,2.0,2578.0,"Marketed by Benham and Reeves - Imperial Wharf, SW6",020 3478 3324,51.47315,-0.18228,POINT (-0.18228 51.47315)
Flat,"Coleby House, London NW2",2 bed flat to rent,2.0,2.0,2817.0,"Marketed by Fraser & Co - Paddington, W2",020 3463 9599,51.49952,0.06921,POINT (0.06920999999999999 51.49952)
Flat,"Hunter Close, London SW12",1 bed flat to rent,1.0,1.0,1300.0,"Marketed by Jacksons Estate Agents - Balham, SW12",020 8675 6565,51.49559,-0.08654,POINT (-0.08654000000000001 51.49559)
Room,"Galaxy Building, Crews Street, Canary Wharf E14",Room to rent,1.0,2.0,737.0,"Marketed by Apartmentwharf, E14",020 3641 6532,51.49188,-0.0259,POINT (-0.0259 51.49188)
Room,"Darwin Road, Eeling W5",Room to rent,1.0,1.0,600.0,"Marketed by Sab Estate Agent Ltd, W5",020 8115 8488,51.49484,-0.30613,POINT (-0.30613 51.49484)
Flat,"Belsize Road, London NW6",2 bed flat to rent,2.0,1.0,2145.0,"Marketed by Prime Metro Properties- Baker Street, W1C",020 3551 9621,51.54043,-0.18418,POINT (-0.18418 51.54043)
Flat,"Merchant Square East, London W2",3 bed flat to rent,3.0,2.0,6045.0,"Marketed by Charmill Residential, W9",020 8033 6337,51.5192,-0.17157,POINT (-0.17157 51.5192)
Studio,"Arundel Gardens, Notting Hill W11",Studio to rent,1.0,1.0,1400.0,"Marketed by Charles Henry Peppiatt Ltd, N14",020 3641 0545,51.51373,-0.20532,POINT (-0.20532 51.51373)
Flat,"Acre Road, Kingston Upon Thames KT2",1 bed flat to rent,1.0,1.0,1100.0,"Marketed by Snellers - Kingston, KT2",020 8546 0505,51.41554,-0.2972,POINT (-0.2972 51.41554)
Flat,"Bishops Park Road, London SW6",1 bed flat to rent,1.0,1.0,1950.0,"Marketed by Francis James Residential, SW6",020 3641 5516,51.4742,-0.21372,POINT (-0.21372 51.4742)
Property,"Strathleven Road, London SW2",1 bed property to rent,1.0,1.0,1800.0,"Marketed by We Can Properties, SW16",020 8033 0399,51.45954,-0.12619,POINT (-0.12619 51.45954)
Flat,"Bayham Place, Camden Town NW1",1 bed flat to rent,1.0,1.0,1993.0,"Marketed by Huddletons, NW1",020 3551 5108,51.53618,-0.13753,POINT (-0.13753 51.53618)
Flat,"Imperial House, Young Street, Kensington, London W8",2 bed flat to rent,2.0,2.0,5417.0,"Marketed by Knight Frank - Kensington Lettings, W8",020 8128 0176,51.50159,-0.18972,POINT (-0.18972 51.50159)
Semi-detached house,"Langton Road, Harrow Weald HA3",3 bed semi-detached house to rent,3.0,1.0,1800.0,"Marketed by Major Estates Sales & Lettings, HA3",020 3641 4267,51.6099,-0.35491,POINT (-0.35491 51.6099)
Flat,"Stanthorpe Road, Streatham SW16",2 bed flat to rent,2.0,1.0,1250.0,"Marketed by Norwood Accommodation Bureau, SE27",020 8033 2483,51.4274,-0.13108,POINT (-0.13108 51.4274)
Flat,"Chapter Street, London SW1P",2 bed flat to rent,2.0,1.0,2383.0,"Marketed by Dexters - Pimlico, SW1V",020 7976 5200,51.49199,-0.13281,POINT (-0.13281 51.49199)
Flat,"Rendell House, 20 Good Luck Hope Walk, London E14",2 bed flat to rent,2.0,2.0,2500.0,"Marketed by CityZEN London, E1W",020 3544 5623,51.48863,-0.01636,POINT (-0.01636 51.48863)
Flat,"Young Street, Kensington, London W8",2 bed flat to rent,2.0,2.0,5417.0,"Marketed by Knight Frank - Kensington Lettings, W8",020 8128 0176,51.50159,-0.18972,POINT (-0.18972 51.50159)
Semi-detached house,"Honeypot Lane, Stanmore, Middlesex HA7",4 bed semi-detached house to rent,4.0,2.0,2000.0,"Marketed by Maple Estate & Lettings, HA1",020 3478 3225,51.59248,-0.28718,POINT (-0.28718 51.59248)
Flat,"West Street Lane, Carshalton SM5",2 bed flat to rent,2.0,1.0,1295.0,"Marketed by Kenyons, SM5",020 8022 5929,51.36675,-0.1666,POINT (-0.1666 51.36675)
Maisonette,"Clarendon Gardens, Little Venice, London W9",3 bed maisonette to rent,3.0,2.0,3878.0,"Marketed by Chestertons - Little Venice, W9",020 8115 2515,51.52416,-0.18025,POINT (-0.18025 51.52416)
Flat,"Bexley High Street, Bexley DA5",2 bed flat to rent,2.0,2.0,1300.0,"Marketed by Park Estates, DA5",01322 584393,51.44059,0.15042,POINT (0.15042 51.44059)
Flat,"Kensington Gardens Square, London W2",2 bed flat to rent,2.0,2.0,5200.0,"Marketed by Knightsbridge Estate Agents, W1K",020 3641 5638,51.51448,-0.19091,POINT (-0.19091 51.51448)
Room,"Reginald Road, Northwood HA6",Room to rent,1.0,1.0,600.0,"Marketed by Townsends Estate Agents, HA6",01923 908898,51.60691,-0.41827,POINT (-0.41827 51.60691)
Flat,"Maxwell Road, Northwood HA6",1 bed flat to rent,1.0,1.0,775.0,"Marketed by Townsends Estate Agents, HA6",01923 908898,51.61008,-0.42654,POINT (-0.42654 51.61008)
Flat,"Hartington Road, London W13",2 bed flat to rent,2.0,2.0,1525.0,"Marketed by Dexters - Ealing, W5",020 8810 1919,51.5117,-0.31825,POINT (-0.31825 51.5117)
Flat,"Fulham Road, Chelsea, London SW3",2 bed flat to rent,2.0,1.0,3142.0,"Marketed by Redac Strattons - Notting Hill Gate Office, NW3",020 8166 4056,51.48991,-0.17603,POINT (-0.17603 51.48991)
Terraced house,"Anvil Terrace, Dartford DA2",4 bed terraced house to rent,4.0,4.0,1800.0,"Marketed by Your Move - Bexleyheath, DA6",020 3542 2199,51.43324,0.17658,POINT (0.17658 51.43324)
Flat,"Brackley Road, Beckenham, Kent BR3",2 bed flat to rent,2.0,1.0,1350.0,"Marketed by Choices - Croydon, CR2",020 8128 9619,51.41554,-0.02823,POINT (-0.02823 51.41554)
Terraced house,"Fairview Road, Norbury SW16",5 bed terraced house to rent,5.0,3.0,2850.0,"Marketed by Malixons, London, SW16",020 3641 8146,51.41032,-0.12302,POINT (-0.12302 51.41032)
Room,"Beaconsfield Road, London E16",Room to rent,,,420.0,"Marketed by Metropolitan and Crown, E14",020 3478 3371,51.52152,0.01114,POINT (0.01114 51.52152)
Studio,"Ballards Lane, Finchley N3",Studio to rent,1.0,1.0,910.0,"Marketed by Ellis & Co - Finchley, N3",020 3463 0059,51.60876,-0.18343,POINT (-0.18343 51.60876)
Room,"Lyndhurst Avenue, Whitton, Twickenham TW2",Room to rent,1.0,2.0,850.0,"Marketed by S&S London Estates, TW7",020 8128 0047,51.44377,-0.36855,POINT (-0.36855 51.44377)
Flat,"The Limes, Limes Gardens, London SW18",2 bed flat to rent,2.0,,1700.0,"Marketed by Barnard Marcus - Earlsfield, SW18",020 3641 9732,51.4519,-0.19958,POINT (-0.19958 51.4519)
Flat,"Holland Park, Holland Park, London W11",2 bed flat to rent,2.0,2.0,3012.0,"Marketed by Chestertons - Kensington, W8",020 8115 2466,51.50617,-0.20909,POINT (-0.20909 51.50617)
Flat,"33 Duke Street, London W1U",3 bed flat to rent,3.0,4.0,17333.0,"Marketed by Canary Properties, NW8",020 8128 0707,51.51512,-0.15165,POINT (-0.15165 51.51512)
Flat,"Cornelia House, Beaufort Park, Colindale NW9",1 bed flat to rent,1.0,1.0,1430.0,"Marketed by Ernest-Brooks International, E14",020 8115 8214,51.59215,-0.27002,POINT (-0.27002 51.59215)
Flat,"Aylsham Drive, Ickenham UB10",2 bed flat to rent,2.0,1.0,1300.0,"Marketed by Coopers Residential - Ruislip, HA4",01895 262041,51.56797,-0.43993,POINT (-0.43993 51.56797)
Flat,"Fulham Palace Road, London SW6",1 bed flat to rent,1.0,1.0,1395.0,"Marketed by Regallis Associates, SW15",020 8128 5119,51.48967,-0.22374,POINT (-0.22374 51.48967)
Flat,"Mansfield Road, Ilford IG1",2 bed flat to rent,2.0,1.0,1450.0,"Marketed by Oliver Stern, E1",020 3544 5949,51.56135,0.06725,POINT (0.06725 51.56135)
Property,"Meadow Road, Feltham TW13",1 bed property to rent,1.0,2.0,2200.0,"Marketed by S&S London Estates, TW7",020 8128 0047,51.44448,-0.38691,POINT (-0.38691 51.44448)
Flat,"18 Acton Street, Kings Cross, London WC1X",2 bed flat to rent,2.0,1.0,2600.0,"Marketed by Daniel Ford Estates, N1",020 3641 3290,51.52876,-0.11572,POINT (-0.11572 51.52876)
Semi-detached house,"Green Lane, Thornton Heath CR7",4 bed semi-detached house to rent,4.0,2.0,2000.0,"Marketed by Townends - Thornton Heath, CR7",020 8033 3817,51.4077,-0.10565,POINT (-0.10565 51.4077)
Flat,"33 Whitcomb St, London WC2H",1 bed flat to rent,1.0,1.0,2500.0,"Marketed by Fraser Bond, W1U",020 8022 9455,51.50924,-0.13064,POINT (-0.13064 51.50924)
Flat,"Fitzjohns Avenue, London NW3",2 bed flat to rent,2.0,2.0,2968.0,"Marketed by Hamptons - Hampstead Lettings, NW3",020 3641 4755,51.55007,-0.17626,POINT (-0.17626 51.55007)
Studio,"High Street, Collierswood SW19",Studio to rent,1.0,1.0,800.0,"Marketed by Dicksons Estate Agents, SW19",020 8022 5860,51.42538,-0.21898,POINT (-0.21898 51.42538)
Flat,"East End Road, East Finchley N2",2 bed flat to rent,2.0,1.0,1600.0,"Marketed by Hybrid Estates London.com, NW10",020 8115 5161,51.59411,-0.18362,POINT (-0.18362 51.59411)
Flat,"Denestock House, Hounslow TW3",2 bed flat to rent,2.0,2.0,1450.0,"Marketed by Anderson Knight, W5",020 3641 9839,51.46654,-0.37604,POINT (-0.37604 51.46654)
Flat,"Malvern Road, London NW6",1 bed flat to rent,1.0,1.0,1300.0,"Marketed by Northwest 6, NW6",020 8115 1313,51.52793,-0.19734,POINT (-0.19734 51.52793)
Terraced house,"Featherstone Road, Southall UB2",3 bed terraced house to rent,3.0,1.0,1650.0,"Marketed by Hiltons Estates, UB1",020 3641 7952,51.50111,-0.3872,POINT (-0.3872 51.50111)
Flat,"Spratt Hall Road, London E11",2 bed flat to rent,2.0,1.0,1475.0,"Marketed by Marlborough Homes Ltd, E18",020 8033 9058,51.57576,0.02476,POINT (0.02476 51.57576)
Flat,"Edgware Road, London, Greater London W2",3 bed flat to rent,3.0,2.0,6392.0,"Marketed by Find My Home, NW8",020 8022 5252,51.51931,-0.16908,POINT (-0.16908 51.51931)
Studio,"Ballards Lane, London N12",Studio to rent,1.0,1.0,910.0,"Marketed by Hybrid Estates London.com, NW10",020 8115 5161,51.61095,-0.17969,POINT (-0.17969 51.61095)
Studio,"Dulwich Rd, Brixton SE24",Studio to rent,1.0,1.0,850.0,"Marketed by Parkside Estate Agent, SW19",020 8033 2433,51.45542,-0.11041,POINT (-0.11041 51.45542)
Flat,"Hamlet Gardens, London W6",2 bed flat to rent,2.0,2.0,3142.0,"Marketed by Homesearch Ltd, W5",020 8128 1451,51.49394,-0.24081,POINT (-0.24081 51.49394)
Flat,"Hamlet Gardens, London W6",2 bed flat to rent,2.0,1.0,3250.0,"Marketed by Homesearch Ltd, W5",020 8128 1451,51.49394,-0.24081,POINT (-0.24081 51.49394)
Flat,"Rainville Road, London W6",1 bed flat to rent,1.0,1.0,2730.0,"Marketed by Homesearch Ltd, W5",020 8128 1451,51.48162,-0.22289,POINT (-0.22289 51.48162)
Flat,"Speakers Court, St. James's Road, Croydon CR0",1 bed flat to rent,1.0,1.0,950.0,"Marketed by Benson & Partners, CR0",020 8166 7682,51.38292,-0.09935,POINT (-0.09934999999999999 51.38292)
Flat,"Walm Lane, London NW2",1 bed flat to rent,1.0,1.0,1300.0,"Marketed by Camerons Stiff Lettings, NW2",020 8128 4162,51.54758,-0.22448,POINT (-0.22448 51.54758)
Flat,"Highbury Stadium Square, London N5",1 bed flat to rent,1.0,1.0,1560.0,"Marketed by Hotblack Desiato, N5",020 8128 0510,51.55827,-0.10439,POINT (-0.10439 51.55827)
Flat,"Hambrough House, Larch Crescent, Hayes, Greater London UB4",2 bed flat to rent,2.0,,1325.0,"Marketed by Stones Property, UB3",020 3641 4408,51.52504,-0.39273,POINT (-0.39273 51.52504)
Flat,"Broughton Road, London W13",2 bed flat to rent,2.0,1.0,1599.0,"Marketed by Dexters - Ealing, W5",020 8810 1919,51.51235,-0.31726,POINT (-0.31726 51.51235)
Flat,"Green Street, London NW10",2 bed flat to rent,2.0,2.0,2297.0,"Marketed by Dexters - Old Oak Common, NW10",020 8742 4151,51.53155,-0.24843,POINT (-0.24843 51.53155)
Flat,"Green Street, London NW10",2 bed flat to rent,2.0,1.0,1846.0,"Marketed by Dexters - Old Oak Common, NW10",020 8742 4151,51.53155,-0.24843,POINT (-0.24843 51.53155)
Flat,"Green Street, London NW10",2 bed flat to rent,2.0,2.0,2102.0,"Marketed by Dexters - Old Oak Common, NW10",020 8742 4151,51.53155,-0.24843,POINT (-0.24843 51.53155)
Flat,"Queens Gate Terrace, South Kensington, London SW7",1 bed flat to rent,1.0,1.0,3033.0,"Marketed by Chestertons - South Kensington, SW7",020 8115 2474,51.4986,-0.18069,POINT (-0.18069 51.4986)
Flat,"Dollis Road, London NW7",1 bed flat to rent,1.0,1.0,1100.0,"Marketed by Hybrid Estates London.com, NW10",020 8115 5161,51.60412,-0.19711,POINT (-0.19711 51.60412)
Flat,"Fulton Road, Wembley, London HA9",2 bed flat to rent,2.0,1.0,1625.0,"Marketed by Belvoir Wembley, HA9",020 3641 9366,51.56137,-0.27837,POINT (-0.27837 51.56137)
Flat,"Guardian Avenue, London NW9",1 bed flat to rent,1.0,1.0,1250.0,"Marketed by Mile - Colindale, NW9",020 8115 8758,51.59433,-0.25058,POINT (-0.25058 51.59433)
Flat,"4B Merchant Square, Merchant Square East, London W2",3 bed flat to rent,3.0,2.0,6045.0,"Marketed by Plaza Estates, W2",020 8022 1065,51.51896,-0.17153,POINT (-0.17153 51.51896)
Flat,"Ifield Road, Chelsea, London SW10",1 bed flat to rent,1.0,1.0,2383.0,"Marketed by Knight Frank - Chelsea Lettings, SW3",020 3641 2517,51.48341,-0.18642,POINT (-0.18642 51.48341)
Semi-detached house,"Clitheroe Avenue, Harrow HA2",4 bed semi-detached house to rent,4.0,2.0,2200.0,"Marketed by Fenix Property Services Limited, UB4",020 8115 4332,51.57082,-0.36981,POINT (-0.36981 51.57082)
Flat,"Allenby Road, Southall UB1",3 bed flat to rent,3.0,1.0,1150.0,"Marketed by Touchwood Homes, UB1",020 8166 7258,51.52338,-0.36431,POINT (-0.36431 51.52338)
Flat,"Hamlet Gardens, Hammersmith, London W6",2 bed flat to rent,2.0,2.0,3142.0,"Marketed by Chestertons - Chiswick, W4",020 8115 2502,51.49394,-0.24081,POINT (-0.24081 51.49394)
Studio,"Farington House, Beaufort Park, Collindale NW9",Studio to rent,1.0,1.0,1300.0,"Marketed by Ernest-Brooks International, E14",020 8115 8214,51.59215,-0.27002,POINT (-0.27002 51.59215)
Studio,"Boulevard Drive, London NW9",Studio to rent,1.0,1.0,950.0,"Marketed by Mile - Colindale, NW9",020 8115 8758,51.59631,-0.24152,POINT (-0.24152 51.59631)
Flat,"Strathmore Court, 143 Park Road, London NW8",5 bed flat to rent,5.0,5.0,8211.0,"Marketed by Canary Properties, NW8",020 8128 0707,51.52574,-0.16234,POINT (-0.16234 51.52574)
Flat,"Burket Close, Southall UB2",1 bed flat to rent,1.0,,1050.0,"Marketed by Hiltons Estates, UB2",020 8022 8082,51.4966,-0.37777,POINT (-0.37777 51.4966)
Flat,"Hamilton Terrace, St John`S Wood NW8",4 bed flat to rent,4.0,2.0,4983.0,"Marketed by Charles Henry Peppiatt Ltd, N14",020 3641 0545,51.52702,-0.17673,POINT (-0.17673 51.52702)
Detached house,"Napier Road, London E11",6 bed detached house to rent,6.0,1.0,2500.0,"Marketed by Trotters Estates, E14",020 8128 0856,51.55595,0.00709,POINT (0.00709 51.55595)
